,Number,IncidentAddress,Street,Town,State,Zip,IncidentLatitude,IncidentLongitude,Coordinates
105021,2021-00003851,112 CLARKE Charlottesville VA 22903,112 CLARKE,Charlottesville,VA,22903,38.027147,-78.515234,"(38.027147, -78.515234)"
105028,2021-00003853,816 HARDY D Charlottesville VA 22903,816 HARDY D,Charlottesville,VA,22903,38.033302,-78.491871,"(38.033302, -78.491871)"
105033,2021-00003858,0 Charlottesville VA 22902,0,Charlottesville,VA,22902,38.007329,-78.491931,"(38.007329, -78.491931)"
105036,2021-00003861,110 HARTMANS MILL Charlottesville VA 22902,110 HARTMANS MILL,Charlottesville,VA,22902,38.019091,-78.488465,"(38.019091, -78.488465)"
105041,2021-00003864,201 MONTICELLO Charlottesville VA 22902,201 MONTICELLO,Charlottesville,VA,22902,38.028729,-78.485991,"(38.028729, -78.485991)"
105046,2021-00003866,339 10 1/2 Northwest Charlottesville VA 22903,339 10 1/2 Northwest,Charlottesville,VA,22903,38.036847,-78.493798,"(38.036847, -78.493798)"
105051,2021-00003869,601 SHAMROCK Charlottesville VA 22903,601 SHAMROCK,Charlottesville,VA,22903,38.023038,-78.505168,"(38.023038, -78.505168)"
105056,2021-00003870,764 ORANGEDALE Charlottesville VA 22903,764 ORANGEDALE,Charlottesville,VA,22903,38.021963,-78.497159,"(38.021963, -78.497159)"
105059,2021-00003873,FONTAINE Charlottesville VA 22903,FONTAINE,Charlottesville,VA,22903,38.026446,-78.524679,"(38.026446, -78.524679)"
105062,2021-00003874,1010 ST CHARLES Charlottesville VA 22901,1010 ST CHARLES,Charlottesville,VA,22901,38.04168,-78.463604,"(38.04168, -78.463604)"
105069,2021-00003875,511 12TH Northwest Charlottesville VA 22903,511 12TH Northwest,Charlottesville,VA,22903,38.03921,-78.49466,"(38.03921, -78.49466)"
105072,2021-00003878,600 FIFTH STREET Charlottesville VA 22902,600 FIFTH STREET,Charlottesville,VA,22902,38.009043,-78.50633,"(38.009043, -78.50633)"
105075,2021-00003880,ROOSEVELT BROWN BLVD @ LEE Charlottesville VA 22903,ROOSEVELT BROWN BLVD @ LEE,Charlottesville,VA,22903,38.031149,-78.495508,"(38.031149, -78.495508)"
105078,2021-00003881,1551 East HIGH Charlottesville VA 22902,1551 East HIGH,Charlottesville,VA,22902,38.033974,-78.460665,"(38.033974, -78.460665)"
105081,2021-00003883,810 RUNNEL 1 Charlottesville VA 22901,810 RUNNEL 1,Charlottesville,VA,22901,38.063808,-78.511187,"(38.063808, -78.511187)"
105085,2021-00003884,ROUGEMONT AVE @ HARTMANS MILL Charlottesville VA 22902,ROUGEMONT AVE @ HARTMANS MILL,Charlottesville,VA,22902,38.018198,-78.488464,"(38.018198, -78.488464)"
105090,2021-00003885,809 NASSAU Charlottesville VA 22902,809 NASSAU,Charlottesville,VA,22902,38.017963,-78.468267,"(38.017963, -78.468267)"
105095,2021-00003888,JEFFERSON PARK AVE @ LANE Charlottesville VA 22903,JEFFERSON PARK AVE @ LANE,Charlottesville,VA,22903,38.032134,-78.501836,"(38.032134, -78.501836)"
105097,2021-00003889,1159 MILLMONT Charlottesville VA 22903,1159 MILLMONT,Charlottesville,VA,22903,38.054342,-78.501024,"(38.054342, -78.501024)"
105100,2021-00003892,169 RUGBY Charlottesville VA 22903,169 RUGBY,Charlottesville,VA,22903,38.038865,-78.502278,"(38.038865, -78.502278)"
105105,2021-00003893,704 LEXINGTON Charlottesville VA 22902,704 LEXINGTON,Charlottesville,VA,22902,38.034987,-78.471065,"(38.034987, -78.471065)"
105111,2021-00003894,924 HARRIS Charlottesville VA 22903,924 HARRIS,Charlottesville,VA,22903,38.038159,-78.481918,"(38.038159, -78.481918)"
105116,2021-00003906,333 WESTFIELD Charlottesville VA 22901,333 WESTFIELD,Charlottesville,VA,22901,38.075877,-78.489646,"(38.075877, -78.489646)"
105119,2021-00003910,1743 OLD BROOK Charlottesville VA 22901,1743 OLD BROOK,Charlottesville,VA,22901,38.083823,-78.458887,"(38.083823, -78.458887)"
105122,2021-00003912,1131 5TH Southwest Charlottesville VA 22903,1131 5TH Southwest,Charlottesville,VA,22903,38.013273,-78.502968,"(38.013273, -78.502968)"
105127,2021-00003913,2111 MICHIE 132 Charlottesville VA 22901,2111 MICHIE 132,Charlottesville,VA,22901,38.059975,-78.487653,"(38.059975, -78.487653)"
105131,2021-00003914,628 WATSON Charlottesville VA 22901,628 WATSON,Charlottesville,VA,22901,38.039553,-78.469195,"(38.039553, -78.469195)"
105137,2021-00003922,480 RAY C HUNT Charlottesville VA 22903,480 RAY C HUNT,Charlottesville,VA,22903,38.024317,-78.527032,"(38.024317, -78.527032)"
105144,2021-00003927,5TH ST SW @ 5TH STREET STATION Southwest Charlottesville VA 22902,5TH ST SW @ 5TH STREET STATION Southwest,Charlottesville,VA,22902,38.012189,-78.502685,"(38.012189, -78.502685)"
105149,2021-00003928,625 ELLIOTT B Charlottesville VA 22902,625 ELLIOTT B,Charlottesville,VA,22902,38.021697,-78.48187,"(38.021697, -78.48187)"
105154,2021-00003929,1112 GORDON B Charlottesville VA 22903,1112 GORDON B,Charlottesville,VA,22903,38.03823,-78.494718,"(38.03823, -78.494718)"
105159,2021-00003930,2121 SUNDOWN Charlottesville VA 22911,2121 SUNDOWN,Charlottesville,VA,22911,38.033421,-78.438953,"(38.033421, -78.438953)"
105162,2021-00003932,921 RUGBY Charlottesville VA 22903,921 RUGBY,Charlottesville,VA,22903,38.045144,-78.495333,"(38.045144, -78.495333)"
105168,2021-00003933,BOLLING AVE @ AVON Charlottesville VA 22902,BOLLING AVE @ AVON,Charlottesville,VA,22902,38.023571,-78.479709,"(38.023571, -78.479709)"
105171,2021-00003936,2111 MICHIE 132 Charlottesville VA 22901,2111 MICHIE 132,Charlottesville,VA,22901,38.059975,-78.487653,"(38.059975, -78.487653)"
105175,2021-00003938,416 MONROE Charlottesville VA 22903,416 MONROE,Charlottesville,VA,22903,38.031379,-78.502586,"(38.031379, -78.502586)"
105181,2021-00003939,816 HARDY D Charlottesville VA 22903,816 HARDY D,Charlottesville,VA,22903,38.033302,-78.491871,"(38.033302, -78.491871)"
105186,2021-00003942,2000 MORTON 112 Charlottesville VA 22903,2000 MORTON 112,Charlottesville,VA,22903,38.054837,-78.495128,"(38.054837, -78.495128)"
105191,2021-00003944,903 West WEST Charlottesville VA 22903,903 West WEST,Charlottesville,VA,22903,38.036577,-78.490413,"(38.036577, -78.490413)"
105193,2021-00003945,104 MIDMONT Charlottesville VA 22903,104 MIDMONT,Charlottesville,VA,22903,38.03859,-78.516245,"(38.03859, -78.516245)"
105199,2021-00003946,1035 EMMET North Charlottesville VA 22903,1035 EMMET North,Charlottesville,VA,22903,38.050258,-78.501972,"(38.050258, -78.501972)"
105202,2021-00003947,800 ROSE HILL 15 Charlottesville VA 22903,800 ROSE HILL 15,Charlottesville,VA,22903,38.038274,-78.487168,"(38.038274, -78.487168)"
105207,2021-00003948,1001 PEARTREE Charlottesville VA 22901,1001 PEARTREE,Charlottesville,VA,22901,38.04318,-78.459241,"(38.04318, -78.459241)"
105212,2021-00003949,112 West MARKET Charlottesville VA 22902,112 West MARKET,Charlottesville,VA,22902,38.031575,-78.481475,"(38.031575, -78.481475)"
105217,2021-00003953,1001 EMMET North Charlottesville VA 22903,1001 EMMET North,Charlottesville,VA,22903,38.049834,-78.501855,"(38.049834, -78.501855)"
105223,2021-00003954,401 4TH Northwest 109 Charlottesville VA 22903,401 4TH Northwest 109,Charlottesville,VA,22903,38.034066,-78.485466,"(38.034066, -78.485466)"
105228,2021-00003955,101 West MAIN Charlottesville VA 22902,101 West MAIN,Charlottesville,VA,22902,38.030887,-78.481479,"(38.030887, -78.481479)"
105233,2021-00003957,750 HARRIS Charlottesville VA 22903,750 HARRIS,Charlottesville,VA,22903,38.036338,-78.483824,"(38.036338, -78.483824)"
105238,2021-00003958,2705 MCELROY Charlottesville VA 22903,2705 MCELROY,Charlottesville,VA,22903,38.016147,-78.516518,"(38.016147, -78.516518)"
105241,2021-00003961,235 HARTMANS MILL Charlottesville VA 22902,235 HARTMANS MILL,Charlottesville,VA,22902,38.022101,-78.490597,"(38.022101, -78.490597)"
105246,2021-00003963,928 RUGBY Charlottesville VA 22903,928 RUGBY,Charlottesville,VA,22903,38.044636,-78.494764,"(38.044636, -78.494764)"
105252,2021-00003966,912 LOCUST Charlottesville VA 22901,912 LOCUST,Charlottesville,VA,22901,38.044986,-78.458719,"(38.044986, -78.458719)"
105255,2021-00003970,1337 CARLTON 111 Charlottesville VA 22902,1337 CARLTON 111,Charlottesville,VA,22902,38.021646,-78.463968,"(38.021646, -78.463968)"
105259,2021-00003973,1410 GRADY 11 Charlottesville VA 22903,1410 GRADY 11,Charlottesville,VA,22903,38.040138,-78.497028,"(38.040138, -78.497028)"
105262,2021-00003974,816 HARDY D Charlottesville VA 22903,816 HARDY D,Charlottesville,VA,22903,38.033302,-78.491871,"(38.033302, -78.491871)"
105267,2021-00003977,607 SHAMROCK Charlottesville VA 22903,607 SHAMROCK,Charlottesville,VA,22903,38.02245,-78.504225,"(38.02245, -78.504225)"
105271,2021-00003978,80 MONROE HILL Charlottesville VA 22903,80 MONROE HILL,Charlottesville,VA,22903,38.034439,-78.508039,"(38.034439, -78.508039)"
105292,2021-00003984,111 MONTICELLO Charlottesville VA 22902,111 MONTICELLO,Charlottesville,VA,22902,38.028216,-78.483656,"(38.028216, -78.483656)"
105298,2021-00003987,JEFFERSON PARK AVE @ LEE Charlottesville VA 22903,JEFFERSON PARK AVE @ LEE,Charlottesville,VA,22903,38.032653,-78.499847,"(38.032653, -78.499847)"
105300,2021-00003988,1211 HOLMES Charlottesville VA 22901,1211 HOLMES,Charlottesville,VA,22901,38.04689,-78.461008,"(38.04689, -78.461008)"
105303,2021-00003989,1623 MADISON A Charlottesville VA 22903,1623 MADISON A,Charlottesville,VA,22903,38.042336,-78.489511,"(38.042336, -78.489511)"
105306,2021-00003990,112 West MARKET Charlottesville VA 22902,112 West MARKET,Charlottesville,VA,22902,38.031573,-78.481473,"(38.031573, -78.481473)"
105309,2021-00003991,532 PARK Charlottesville VA 22902,532 PARK,Charlottesville,VA,22902,38.03437,-78.47577,"(38.03437, -78.47577)"
105311,2021-00003994,311 REED Charlottesville VA 22903,311 REED,Charlottesville,VA,22903,38.044857,-78.52324,"(38.044857, -78.52324)"
105317,2021-00003996,52 LAMBETH COMMONS Charlottesville VA 22903,52 LAMBETH COMMONS,Charlottesville,VA,22903,38.042351,-78.503642,"(38.042351, -78.503642)"
105320,2021-00003998,117 MIMOSA Charlottesville VA 22903,117 MIMOSA,Charlottesville,VA,22903,38.027015,-78.52191,"(38.027015, -78.52191)"
105330,2021-00003999,107 WILSON Charlottesville VA 22901,107 WILSON,Charlottesville,VA,22901,38.065153,-78.476604,"(38.065153, -78.476604)"
105335,2021-00004000,1149 SEMINOLE Charlottesville VA 22901,1149 SEMINOLE,Charlottesville,VA,22901,38.065341,-78.488224,"(38.065341, -78.488224)"
105337,2021-00004005,1112 LEONARD Charlottesville VA 22902,1112 LEONARD,Charlottesville,VA,22902,38.022383,-78.471757,"(38.022383, -78.471757)"
105343,2021-00004011,1619 KENWOOD Charlottesville VA 22901,1619 KENWOOD,Charlottesville,VA,22901,38.059067,-78.479781,"(38.059067, -78.479781)"
105348,2021-00004012,2306 CRESTMONT Charlottesville VA 22903,2306 CRESTMONT,Charlottesville,VA,22903,38.02129,-78.510796,"(38.02129, -78.510796)"
105358,2021-00004014,1817 EMMET North Charlottesville VA 22901,1817 EMMET North,Charlottesville,VA,22901,38.060588,-78.493322,"(38.060588, -78.493322)"
105362,2021-00004015,811 RIVES Charlottesville VA 22902,811 RIVES,Charlottesville,VA,22902,38.018306,-78.469628,"(38.018306, -78.469628)"
105367,2021-00004016,5TH ST SW @ 5TH STREET STATION Southwest Charlottesville VA 22902,5TH ST SW @ 5TH STREET STATION Southwest,Charlottesville,VA,22902,38.012189,-78.502685,"(38.012189, -78.502685)"
105370,2021-00004017,112 CLARKE Charlottesville VA 22903,112 CLARKE,Charlottesville,VA,22903,38.027147,-78.515234,"(38.027147, -78.515234)"
105376,2021-00004019,1215 LEE Charlottesville VA 22903,1215 LEE,Charlottesville,VA,22903,38.031028,-78.498547,"(38.031028, -78.498547)"
105379,2021-00004021,1137 EMMET North Charlottesville VA 22903,1137 EMMET North,Charlottesville,VA,22903,38.051829,-78.500244,"(38.051829, -78.500244)"
105380,2021-00004022,1507 VINE A Charlottesville VA 22902,1507 VINE A,Charlottesville,VA,22902,38.018932,-78.466557,"(38.018932, -78.466557)"
105385,2021-00004023,1924 SWANSON 1 Charlottesville VA 22901,1924 SWANSON 1,Charlottesville,VA,22901,38.063547,-78.492912,"(38.063547, -78.492912)"
105390,2021-00004025,100 RIDGE Charlottesville VA 22902,100 RIDGE,Charlottesville,VA,22902,38.029854,-78.484804,"(38.029854, -78.484804)"
105392,2021-00004026,1512 East MARKET 101 Charlottesville VA 22902,1512 East MARKET 101,Charlottesville,VA,22902,38.024015,-78.462936,"(38.024015, -78.462936)"
105397,2021-00004028,816 HARDY B Charlottesville VA 22903,816 HARDY B,Charlottesville,VA,22903,38.033302,-78.491871,"(38.033302, -78.491871)"
105399,2021-00004029,@9/250 Bypass SB Charlottesville VA 22903,@9/250 Bypass SB,Charlottesville,VA,22903,38.020623,-78.537056,"(38.020623, -78.537056)"
105402,2021-00004030,2028 MINOR Charlottesville VA 22903,2028 MINOR,Charlottesville,VA,22903,38.039595,-78.513603,"(38.039595, -78.513603)"
105404,2021-00004036,1400 MONTICELLO 212 Charlottesville VA 22902,1400 MONTICELLO 212,Charlottesville,VA,22902,38.019349,-78.472544,"(38.019349, -78.472544)"
105409,2021-00004038,HYDRAULIC Charlottesville VA 22901,HYDRAULIC,Charlottesville,VA,22901,38.062151,-78.491725,"(38.062151, -78.491725)"
105412,2021-00004041,1021 GROVE Charlottesville VA 22903,1021 GROVE,Charlottesville,VA,22903,38.029594,-78.498745,"(38.029594, -78.498745)"
105417,2021-00004042,500 RAY C HUNT Charlottesville VA 22903,500 RAY C HUNT,Charlottesville,VA,22903,38.023817,-78.526373,"(38.023817, -78.526373)"
105423,2021-00004044,775 PROSPECT Charlottesville VA 22903,775 PROSPECT,Charlottesville,VA,22903,38.0218,-78.496814,"(38.0218, -78.496814)"
105425,2021-00004045,14 East LAWN Charlottesville VA 22903,14 East LAWN,Charlottesville,VA,22903,38.034912,-78.503365,"(38.034912, -78.503365)"
105427,2021-00004046,1215 WERTLAND B44 Charlottesville VA 22903,1215 WERTLAND B44,Charlottesville,VA,22903,38.034819,-78.497319,"(38.034819, -78.497319)"
105429,2021-00004047,4TH ST SE @ E WATER Southeast Charlottesville VA 22902,4TH ST SE @ E WATER Southeast,Charlottesville,VA,22902,38.029337,-78.47961,"(38.029337, -78.47961)"
105434,2021-00004049,1465 AVON Charlottesville VA 22902,1465 AVON,Charlottesville,VA,22902,38.016825,-78.48497,"(38.016825, -78.48497)"
105439,2021-00004050,415 LANE Charlottesville VA 22903,415 LANE,Charlottesville,VA,22903,38.031249,-78.500805,"(38.031249, -78.500805)"
105449,2021-00004051,400 HILLSDALE Charlottesville VA 22901,400 HILLSDALE,Charlottesville,VA,22901,38.064936,-78.486333,"(38.064936, -78.486333)"
105452,2021-00004054,112 West MARKET Charlottesville VA 22902,112 West MARKET,Charlottesville,VA,22902,38.031573,-78.481473,"(38.031573, -78.481473)"
105454,2021-00004055,1826 UNIVERSITY Charlottesville VA 22903,1826 UNIVERSITY,Charlottesville,VA,22903,38.036704,-78.503477,"(38.036704, -78.503477)"
105455,2021-00004056,1242 CEDARS 430 Charlottesville VA 22903,1242 CEDARS 430,Charlottesville,VA,22903,38.05645,-78.500661,"(38.05645, -78.500661)"
105457,2021-00004057,1310 CARLTON 101 Charlottesville VA 22902,1310 CARLTON 101,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
105462,2021-00004064,2318 FONTAINE B Charlottesville VA 22903,2318 FONTAINE B,Charlottesville,VA,22903,38.025864,-78.518084,"(38.025864, -78.518084)"
105463,2021-00004065,315 West MAIN Charlottesville VA 22903,315 West MAIN,Charlottesville,VA,22903,38.030755,-78.485653,"(38.030755, -78.485653)"
105473,2021-00004067,1200 CARLTON 102 Charlottesville VA 22902,1200 CARLTON 102,Charlottesville,VA,22902,38.023544,-78.4716,"(38.023544, -78.4716)"
105478,2021-00004070,2036 INDIA 101 Charlottesville VA 22901,2036 INDIA 101,Charlottesville,VA,22901,38.062139,-78.488445,"(38.062139, -78.488445)"
105483,2021-00004072,1010 PEARTREE Charlottesville VA 22901,1010 PEARTREE,Charlottesville,VA,22901,38.042621,-78.459112,"(38.042621, -78.459112)"
105487,2021-00004073,1088 RIO East Charlottesville VA 22901,1088 RIO East,Charlottesville,VA,22901,38.066357,-78.466234,"(38.066357, -78.466234)"
105492,2021-00004075,100 MONTICELLO Charlottesville VA 22902,100 MONTICELLO,Charlottesville,VA,22902,38.027157,-78.482563,"(38.027157, -78.482563)"
105495,2021-00004079,201 ELLIOTT Charlottesville VA 22902,201 ELLIOTT,Charlottesville,VA,22902,38.023354,-78.485642,"(38.023354, -78.485642)"
105500,2021-00004080,429 MONROE Charlottesville VA 22903,429 MONROE,Charlottesville,VA,22903,38.030987,-78.503526,"(38.030987, -78.503526)"
105503,2021-00004084,414 GARRETT D Charlottesville VA 22902,414 GARRETT D,Charlottesville,VA,22902,38.027507,-78.480082,"(38.027507, -78.480082)"
105514,2021-00004085,112 West MARKET Charlottesville VA 22902,112 West MARKET,Charlottesville,VA,22902,38.031605,-78.481477,"(38.031605, -78.481477)"
105519,2021-00004093,903 STONEHENGE Charlottesville VA 22902,903 STONEHENGE,Charlottesville,VA,22902,38.017548,-78.479518,"(38.017548, -78.479518)"
105524,2021-00004097,East I 64 MM 121 Charlottesville VA 22902,East I 64 MM 121,Charlottesville,VA,22902,38.007078,-78.491994,"(38.007078, -78.491994)"
105527,2021-00004106,801 CONCORD Charlottesville VA 22903,801 CONCORD,Charlottesville,VA,22903,38.039075,-78.48475,"(38.039075, -78.48475)"
105537,2021-00004115,2011 HOLIDAY 116 Charlottesville VA 22901,2011 HOLIDAY 116,Charlottesville,VA,22901,38.057719,-78.492543,"(38.057719, -78.492543)"
105543,2021-00004117,1230 RIVER Charlottesville VA 22901,1230 RIVER,Charlottesville,VA,22901,38.04024,-78.456369,"(38.04024, -78.456369)"
105549,2021-00004121,2035 INDIA Charlottesville VA 22901,2035 INDIA,Charlottesville,VA,22901,38.062676,-78.488561,"(38.062676, -78.488561)"
105555,2021-00004127,201 MONTICELLO Charlottesville VA 22902,201 MONTICELLO,Charlottesville,VA,22902,38.028729,-78.485991,"(38.028729, -78.485991)"
105561,2021-00004131,1094 MONACAN TRAIL Charlottesville VA 22903,1094 MONACAN TRAIL,Charlottesville,VA,22903,38.011018,-78.562321,"(38.011018, -78.562321)"
105564,2021-00004135,1129 PRESTON 8C Charlottesville VA 22903,1129 PRESTON 8C,Charlottesville,VA,22903,38.043291,-78.493376,"(38.043291, -78.493376)"
105574,2021-00004137,15TH ST NW @ VIRGINIA Northwest Charlottesville VA 22903,15TH ST NW @ VIRGINIA Northwest,Charlottesville,VA,22903,38.038102,-78.498551,"(38.038102, -78.498551)"
105577,2021-00004141,104 MEADOWBROOK Charlottesville VA 22901,104 MEADOWBROOK,Charlottesville,VA,22901,38.060707,-78.47724,"(38.060707, -78.47724)"
105578,2021-00004144,1304 East MARKET Charlottesville VA 22902,1304 East MARKET,Charlottesville,VA,22902,38.025728,-78.467088,"(38.025728, -78.467088)"
105590,2021-00004147,1459 GRAY STONE Charlottesville VA 22902,1459 GRAY STONE,Charlottesville,VA,22902,37.997017,-78.501826,"(37.997017, -78.501826)"
105593,2021-00004148,1105 MONTROSE A Charlottesville VA 22902,1105 MONTROSE A,Charlottesville,VA,22902,38.019063,-78.473949,"(38.019063, -78.473949)"
105598,2021-00004149,2318 FONTAINE B Charlottesville VA 22903,2318 FONTAINE B,Charlottesville,VA,22903,38.025864,-78.518084,"(38.025864, -78.518084)"
105600,2021-00004150,5TH Southwest Charlottesville VA 22903,5TH Southwest,Charlottesville,VA,22903,38.026812,-78.490286,"(38.026812, -78.490286)"
105603,2021-00004151,1704 GORDON Northwest 103 Charlottesville VA 22903,1704 GORDON Northwest 103,Charlottesville,VA,22903,38.040305,-78.500529,"(38.040305, -78.500529)"
105609,2021-00004153,1704 GORDON Charlottesville VA 22903,1704 GORDON,Charlottesville,VA,22903,38.040305,-78.500529,"(38.040305, -78.500529)"
105615,2021-00004154,628 WATSON Charlottesville VA 22901,628 WATSON,Charlottesville,VA,22901,38.039553,-78.469195,"(38.039553, -78.469195)"
105621,2021-00004155,LONG ST @ 250 Charlottesville VA 22902,LONG ST @ 250,Charlottesville,VA,22902,38.036641,-78.463512,"(38.036641, -78.463512)"
105626,2021-00004156,1852 VERONA Charlottesville VA 22911,1852 VERONA,Charlottesville,VA,22911,38.032429,-78.439106,"(38.032429, -78.439106)"
105629,2021-00004160,121 CARROLLTON 8 Charlottesville VA 22903,121 CARROLLTON 8,Charlottesville,VA,22903,38.027109,-78.51008,"(38.027109, -78.51008)"
105637,2021-00004162,300 4TH Southeast 26 Charlottesville VA 22902,300 4TH Southeast 26,Charlottesville,VA,22902,38.028646,-78.479429,"(38.028646, -78.479429)"
105643,2021-00004163,160 MADISON Charlottesville VA 22903,160 MADISON,Charlottesville,VA,22903,38.038018,-78.501077,"(38.038018, -78.501077)"
105649,2021-00004167,134 QUINCE Charlottesville VA 22902,134 QUINCE,Charlottesville,VA,22902,38.012102,-78.495827,"(38.012102, -78.495827)"
105652,2021-00004172,1400 MONTICELLO 212 Charlottesville VA 22902,1400 MONTICELLO 212,Charlottesville,VA,22902,38.019349,-78.472544,"(38.019349, -78.472544)"
105656,2021-00004173,816 HARDY D Charlottesville VA 22903,816 HARDY D,Charlottesville,VA,22903,38.033302,-78.491871,"(38.033302, -78.491871)"
105661,2021-00004174,907 CHARLTON Charlottesville VA 22903,907 CHARLTON,Charlottesville,VA,22903,38.038794,-78.487676,"(38.038794, -78.487676)"
105665,2021-00004177,290 MASSIE Charlottesville VA 22904,290 MASSIE,Charlottesville,VA,22904,38.044931,-78.507675,"(38.044931, -78.507675)"
105668,2021-00004178,1310 CARLTON 102 Charlottesville VA 22902,1310 CARLTON 102,Charlottesville,VA,22902,38.021581,-78.46846,"(38.021581, -78.46846)"
105671,2021-00004179,1222 JEFFERSON PARK Charlottesville VA 22903,1222 JEFFERSON PARK,Charlottesville,VA,22903,38.03263,-78.498189,"(38.03263, -78.498189)"
105676,2021-00004180,424 GARRETT F Charlottesville VA 22902,424 GARRETT F,Charlottesville,VA,22902,38.028277,-78.48138,"(38.028277, -78.48138)"
105678,2021-00004183,627 DAVIS Charlottesville VA 22901,627 DAVIS,Charlottesville,VA,22901,38.041143,-78.468314,"(38.041143, -78.468314)"
105683,2021-00004184,1945 THOMSON Charlottesville VA 22903,1945 THOMSON,Charlottesville,VA,22903,38.037711,-78.511901,"(38.037711, -78.511901)"
105688,2021-00004186,2111 MICHIE 109B Charlottesville VA 22901,2111 MICHIE 109B,Charlottesville,VA,22901,38.059975,-78.487653,"(38.059975, -78.487653)"
105693,2021-00004188,500 MARTHA JEFFERSON Charlottesville VA 22911,500 MARTHA JEFFERSON,Charlottesville,VA,22911,38.023613,-78.44175,"(38.023613, -78.44175)"
105696,2021-00004195,403 GARRETT Charlottesville VA 22902,403 GARRETT,Charlottesville,VA,22902,38.028473,-78.481651,"(38.028473, -78.481651)"
105699,2021-00004199,500 1ST South 214 Charlottesville VA 22902,500 1ST South 214,Charlottesville,VA,22902,38.026598,-78.483844,"(38.026598, -78.483844)"
105703,2021-00004203,450 WHITEHEAD Charlottesville VA 22904,450 WHITEHEAD,Charlottesville,VA,22904,38.03294,-78.513458,"(38.03294, -78.513458)"
105709,2021-00004204,1242 CEDARS 214A Charlottesville VA 22903,1242 CEDARS 214A,Charlottesville,VA,22903,38.05645,-78.500661,"(38.05645, -78.500661)"
105711,2021-00004205,715 WALKER Charlottesville VA 22903,715 WALKER,Charlottesville,VA,22903,38.030619,-78.490243,"(38.030619, -78.490243)"
105714,2021-00004206,1288 KENWOOD Charlottesville VA 22901,1288 KENWOOD,Charlottesville,VA,22901,38.057335,-78.469202,"(38.057335, -78.469202)"
105719,2021-00004210,2305 North BERKSHIRE B Charlottesville VA 22901,2305 North BERKSHIRE B,Charlottesville,VA,22901,38.06303,-78.497598,"(38.06303, -78.497598)"
105724,2021-00004211,402 11TH Northeast 6 Charlottesville VA 22902,402 11TH Northeast 6,Charlottesville,VA,22902,38.030919,-78.46966,"(38.030919, -78.46966)"
105729,2021-00004212,1204 West MAIN Charlottesville VA 22903,1204 West MAIN,Charlottesville,VA,22903,38.032788,-78.497354,"(38.032788, -78.497354)"
105735,2021-00004213,207 RIDGE Charlottesville VA 22903,207 RIDGE,Charlottesville,VA,22903,38.029032,-78.486558,"(38.029032, -78.486558)"
105741,2021-00004214,I 64 East Charlottesville VA 22902,I 64 East,Charlottesville,VA,22902,38.007078,-78.491994,"(38.007078, -78.491994)"
105744,2021-00004215,I64 EB Exit 121 Charlottesville VA 22902,I64 EB Exit 121,Charlottesville,VA,22902,38.007078,-78.491994,"(38.007078, -78.491994)"
105747,2021-00004217,1400 MONTICELLO 214 Charlottesville VA 22902,1400 MONTICELLO 214,Charlottesville,VA,22902,38.019349,-78.472544,"(38.019349, -78.472544)"
105750,2021-00004225,2111 MICHIE 67 Charlottesville VA 22901,2111 MICHIE 67,Charlottesville,VA,22901,38.060826,-78.486943,"(38.060826, -78.486943)"
105755,2021-00004227,1748 STONY POINT Charlottesville VA 22911,1748 STONY POINT,Charlottesville,VA,22911,38.05001,-78.441946,"(38.05001, -78.441946)"
105762,2021-00004229,221 CARLTON Charlottesville VA 22902,221 CARLTON,Charlottesville,VA,22902,38.023292,-78.469965,"(38.023292, -78.469965)"
105765,2021-00004231,2507 PLATEAU A Charlottesville VA 22903,2507 PLATEAU A,Charlottesville,VA,22903,38.025434,-78.521256,"(38.025434, -78.521256)"
105770,2021-00004232,1240 LEE Charlottesville VA 22903,1240 LEE,Charlottesville,VA,22903,38.032448,-78.499019,"(38.032448, -78.499019)"
105776,2021-00004233,1240 LEE Charlottesville VA 22903,1240 LEE,Charlottesville,VA,22903,38.032448,-78.499019,"(38.032448, -78.499019)"
105779,2021-00004234,1038 LOCUST Charlottesville VA 22901,1038 LOCUST,Charlottesville,VA,22901,38.042332,-78.460633,"(38.042332, -78.460633)"
105784,2021-00004235,112 MORGAN Charlottesville VA 22903,112 MORGAN,Charlottesville,VA,22903,38.021186,-78.519734,"(38.021186, -78.519734)"
105786,2021-00004237,205 SPRIGG Charlottesville VA 22903,205 SPRIGG,Charlottesville,VA,22903,38.039103,-78.508466,"(38.039103, -78.508466)"
105789,2021-00004239,1600 6TH Southeast 23 Charlottesville VA 22902,1600 6TH Southeast 23,Charlottesville,VA,22902,38.016582,-78.486629,"(38.016582, -78.486629)"
105791,2021-00004241,347 HILLSDALE Charlottesville VA 22901,347 HILLSDALE,Charlottesville,VA,22901,38.063034,-78.487889,"(38.063034, -78.487889)"
105794,2021-00004242,606 ROCK CREEK Charlottesville VA 22903,606 ROCK CREEK,Charlottesville,VA,22903,38.023651,-78.502252,"(38.023651, -78.502252)"
105796,2021-00004243,900 1ST South C Charlottesville VA 22902,900 1ST South C,Charlottesville,VA,22902,38.022901,-78.485669,"(38.022901, -78.485669)"
105801,2021-00004244,318 CARLTON Charlottesville VA 22902,318 CARLTON,Charlottesville,VA,22902,38.020888,-78.470614,"(38.020888, -78.470614)"
